2012,"May 12, 2012",Delhi Daredevils 114-5 Vs Chennai Super Kings 115-1,"MA Chidambaram Stadium, Chepauk, Chennai, India",BW Hilfenhaus,Chennai Super Kings won by 9 wickets
2012,"May 11, 2012",Royal Challengers Bangalore 173-3 Vs Pune Warriors 138-9,"Subrata Roy Sahara Stadium, Gahunje, India",CH Gayle,Royal Challengers Bangalore won by 35 runs
2012,"May 10, 2012",Deccan Chargers 187-4 Vs Delhi Daredevils 193-1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad, India",DA Warner,Delhi Daredevils won by 9 wickets
2012,"May 10, 2012",Rajasthan Royals 126-6 Vs Chennai Super Kings 127-6,"Sawai Mansingh Stadium, Jaipur, India",BW Hilfenhaus,Chennai Super Kings won by 4 wickets
2012,"May 09, 2012",Mumbai Indians 141-6 Vs Royal Challengers Bangalore 142-1,"Wankhede Stadium, Mumbai, India",CH Gayle,Royal Challengers Bangalore won by 9 wickets
2012,"May 08, 2012",Pune Warriors 125-6 Vs Rajasthan Royals 126-3,"Subrata Roy Sahara Stadium, Gahunje, India",SR Watson,Rajasthan Royals won by 7 wickets
2012,"May 08, 2012",Kings XI Punjab 170-5 Vs Deccan Chargers 145-8,"Rajiv Gandhi International Stadium, Uppal, Hyderabad, India",Mandeep Singh,Kings XI Punjab won by 25 runs
2012,"May 07, 2012",Delhi Daredevils 153-9 Vs Kolkata Knight Riders 154-4,"Feroz Shah Kotla, Delhi, India",JH Kallis,Kolkata Knight Riders won by 6 wickets
2012,"May 06, 2012",Deccan Chargers 181-2 Vs Royal Challengers Bangalore 185-5,"M Chinnaswamy Stadium, Bangalore, India",AB De Villiers,Royal Challengers Bangalore won by 5 wickets
2012,"May 06, 2012",Chennai Super Kings 173-8 Vs Mumbai Indians 174-8,"Wankhede Stadium, Mumbai, India",DR Smith,Mumbai Indians won by 2 wickets
2012,"May 05, 2012",Kolkata Knight Riders 150-5 Vs Pune Warriors 143-8,"Eden Gardens, Kolkata, India",SP Narine,Kolkata Knight Riders won by 7 runs
2012,"May 05, 2012",Rajasthan Royals 177-6 Vs Kings XI Punjab 134-8,"Punjab Cricket Association Stadium, Mohali, India",SR Watson,Rajasthan Royals won by 43 runs
2012,"May 04, 2012",Chennai Super Kings 160-6 Vs Deccan Chargers 150-5,"MA Chidambaram Stadium, Chepauk, Chennai, India",SK Raina,Chennai Super Kings won by 10 runs
2012,"May 03, 2012",Mumbai Indians 120-9 Vs Pune Warriors 119-6,"Subrata Roy Sahara Stadium, Gahunje, India",SL Malinga,Mumbai Indians won by 1 runs
2012,"May 02, 2012",Royal Challengers Bangalore 158-5 Vs Kings XI Punjab 163-6,"M Chinnaswamy Stadium, Bangalore, India",Azhar Mahmood,Kings XI Punjab won by 4 wickets
2012,"May 01, 2012",Rajasthan Royals 141-6 Vs Delhi Daredevils 144-4,"Sawai Mansingh Stadium, Jaipur, India",P Negi,Delhi Daredevils won by 6 wickets
2012,"May 01, 2012",Deccan Chargers 186-4 Vs Pune Warriors 173-5,"Barabati Stadium, Cuttack, India",KC Sangakkara,Deccan Chargers won by 13 runs
2012,"Apr 30, 2012",Chennai Super Kings 139-5 Vs Kolkata Knight Riders 140-5,"MA Chidambaram Stadium, Chepauk, Chennai, India",DB Das,Kolkata Knight Riders won by 5 wickets
2012,"Apr 29, 2012",Deccan Chargers 100-10 Vs Mumbai Indians 101-5,"Wankhede Stadium, Mumbai, India",DW Steyn,Mumbai Indians won by 5 wickets
2012,"Apr 29, 2012",Delhi Daredevils 152-6 Vs Rajasthan Royals 151-3,"Feroz Shah Kotla, Delhi, India",V Sehwag,Delhi Daredevils won by 1 runs
2012,"Apr 28, 2012",Kolkata Knight Riders 190-4 Vs Royal Challengers Bangalore 143-6,"Eden Gardens, Kolkata, India",G Gambhir,Kolkata Knight Riders won by 47 runs
2012,"Apr 28, 2012",Kings XI Punjab 156-8 Vs Chennai Super Kings 149-8,"MA Chidambaram Stadium, Chepauk, Chennai, India",Mandeep Singh,Kings XI Punjab won by 7 runs
2012,"Apr 27, 2012",Delhi Daredevils 207-5 Vs Mumbai Indians 170-9,"Feroz Shah Kotla, Delhi, India",V Sehwag,Delhi Daredevils won by 37 runs
2012,"Apr 26, 2012",Deccan Chargers 177-4 Vs Pune Warriors 159-7,"Subrata Roy Sahara Stadium, Gahunje, India",CL White,Deccan Chargers won by 18 runs
2012,"Apr 25, 2012",Chennai Super Kings 00 Vs Royal Challengers Bangalore 00,"M Chinnaswamy Stadium, Bangalore, India",-,Match abandoned without a ball being bowled but toss took place
2012,"Apr 25, 2012",Kings XI Punjab 168-3 Vs Mumbai Indians 171-6,"Punjab Cricket Association Stadium, Mohali, India",AT Rayudu,Mumbai Indians won by 4 wickets
2012,"Apr 24, 2012",Kolkata Knight Riders Vs Deccan Chargers,"Eden Gardens, Kolkata, India",-,Match abandoned without a ball being bowled
2012,"Apr 24, 2012",Pune Warriors 146-2 Vs Delhi Daredevils 148-2,"Subrata Roy Sahara Stadium, Gahunje, India",V Sehwag,Delhi Daredevils won by 8 wickets
2012,"Apr 23, 2012",Royal Challengers Bangalore 189-3 Vs Rajasthan Royals 143-7,"Sawai Mansingh Stadium, Jaipur, India",AB De Villiers,Royal Challengers Bangalore won by 46 runs
2012,"Apr 22, 2012",Mumbai Indians 163-6 Vs Kings XI Punjab 164-4,"Wankhede Stadium, Mumbai, India",SE Marsh,Kings XI Punjab won by 6 wickets
2012,"Apr 22, 2012",Deccan Chargers 126-7 Vs Kolkata Knight Riders 127-5,"Barabati Stadium, Cuttack, India",B Lee,Kolkata Knight Riders won by 5 wickets
2012,"Apr 21, 2012",Pune Warriors 192-3 Vs Delhi Daredevils 172-7,"Feroz Shah Kotla, Delhi, India",SC Ganguly,Pune Warriors won by 20 runs
2012,"Apr 21, 2012",Rajasthan Royals 146-4 Vs Chennai Super Kings 147-3,"MA Chidambaram Stadium, Chepauk, Chennai, India",F Du Plessis,Chennai Super Kings won by 7 wickets
2012,"Apr 20, 2012",Kings XI Punjab 163-6 Vs Royal Challengers Bangalore 166-5,"Punjab Cricket Association Stadium, Mohali, India",CH Gayle,Royal Challengers Bangalore won by 5 wickets
2012,"Apr 19, 2012",Chennai Super Kings 164-5 Vs Pune Warriors 151-7,"MA Chidambaram Stadium, Chepauk, Chennai, India",KMDN Kulasekara,Chennai Super Kings won by 13 runs
2012,"Apr 19, 2012",Deccan Chargers 157-8 Vs Delhi Daredevils 162-5,"Feroz Shah Kotla, Delhi, India",KP Pietersen,Delhi Daredevils won by 5 wickets
2012,"Apr 18, 2012",Kings XI Punjab 124-7 Vs Kolkata Knight Riders 127-2,"Punjab Cricket Association Stadium, Mohali, India",G Gambhir,Kolkata Knight Riders won by 8 wickets
2012,"Apr 17, 2012",Pune Warriors 182-6 Vs Royal Challengers Bangalore 186-4,"M Chinnaswamy Stadium, Bangalore, India",CH Gayle,Royal Challengers Bangalore won by 6 wickets
2012,"Apr 17, 2012",Deccan Chargers 196-2 Vs Rajasthan Royals 197-5,"Sawai Mansingh Stadium, Jaipur, India",BJ Hodge,Rajasthan Royals won by 5 wickets
2012,"Apr 16, 2012",Mumbai Indians 92-10 Vs Delhi Daredevils 93-3,"Wankhede Stadium, Mumbai, India",S Nadeem,Delhi Daredevils won by 7 wickets
2012,"Apr 15, 2012",Rajasthan Royals 195-2 Vs Royal Challengers Bangalore 136-10,"M Chinnaswamy Stadium, Bangalore, India",AM Rahane,Rajasthan Royals won by 59 runs
2012,"Apr 15, 2012",Kings XI Punjab 134-9 Vs Kolkata Knight Riders 132-7,"Eden Gardens, Kolkata, India",SP Narine,Kings XI Punjab won by 2 runs
2012,"Apr 14, 2012",Chennai Super Kings 155-5 Vs Pune Warriors 156-3,"Subrata Roy Sahara Stadium, Gahunje, India",JD Ryder,Pune Warriors won by 7 wickets
2012,"Apr 13, 2012",Rajasthan Royals 131-5 Vs Kolkata Knight Riders 137-5,"Eden Gardens, Kolkata, India",Shakib Al Hasan,Kolkata Knight Riders won by 5 wickets
2012,"Apr 12, 2012",Pune Warriors 115-10 Vs Kings XI Punjab 116-3,"Punjab Cricket Association Stadium, Mohali, India",AD Mascarenhas,Kings XI Punjab won by 7 wickets
2012,"Apr 12, 2012",Royal Challengers Bangalore 205-8 Vs Chennai Super Kings 208-5,"MA Chidambaram Stadium, Chepauk, Chennai, India",F Du Plessis,Chennai Super Kings won by 5 wickets
2012,"Apr 11, 2012",Mumbai Indians 197-6 Vs Rajasthan Royals 170-10,"Wankhede Stadium, Mumbai, India",KA Pollard,Mumbai Indians won by 27 runs
2012,"Apr 10, 2012",Chennai Super Kings 110-8 Vs Delhi Daredevils 111-2,"Feroz Shah Kotla, Delhi, India",M Morkel,Delhi Daredevils won by 8 wickets
2012,"Apr 10, 2012",Kolkata Knight Riders 165-8 Vs Royal Challengers Bangalore 123-9,"M Chinnaswamy Stadium, Bangalore, India",L Balaji,Kolkata Knight Riders won by 42 runs
2012,"Apr 09, 2012",Deccan Chargers 138-9 Vs Mumbai Indians 142-5,"Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium, Visakhapatnam, India",RG Sharma,Mumbai Indians won by 5 wickets
2012,"Apr 08, 2012",Pune Warriors 166-6 Vs Kings XI Punjab 144-8,"Subrata Roy Sahara Stadium, Gahunje, India",MN Samuels,Pune Warriors won by 22 runs
2012,"Apr 08, 2012",Rajasthan Royals 164-5 Vs Kolkata Knight Riders 142-10,"Sawai Mansingh Stadium, Jaipur, India",BJ Hodge,Rajasthan Royals won by 22 runs
2012,"Apr 07, 2012",Chennai Super Kings 193-6 Vs Deccan Chargers 119-10,"Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium, Visakhapatnam, India",RA Jadeja,Chennai Super Kings won by 74 runs
2012,"Apr 07, 2012",Royal Challengers Bangalore 157-8 Vs Delhi Daredevils 137-7,"M Chinnaswamy Stadium, Bangalore, India",AB De Villiers,Royal Challengers Bangalore won by 20 runs
2012,"Apr 06, 2012",Rajasthan Royals 191-4 Vs Kings XI Punjab 160-9,"Sawai Mansingh Stadium, Jaipur, India",AM Rahane,Rajasthan Royals won by 31 runs
2012,"Apr 06, 2012",Pune Warriors 129-9 Vs Mumbai Indians 101-9,"Wankhede Stadium, Mumbai, India",SPD Smith,Pune Warriors won by 28 runs
2012,"Apr 05, 2012",Kolkata Knight Riders 97-9 Vs Delhi Daredevils 100-2,"Eden Gardens, Kolkata, India",IK Pathan,Delhi Daredevils won by 8 wickets
2012,"Apr 04, 2012",Chennai Super Kings 112-10 Vs Mumbai Indians 115-2,"MA Chidambaram Stadium, Chepauk, Chennai, India",RE Levi,Mumbai Indians won by 8 wickets
